Product ID,Type,Failure Type,Torque _Nm_,Tool wear _min_,Air temperature _K_,Process temperature _K_,Rotational speed _rpm_,risk_score,risk_classification,highest_wear_machine,avg_air_Temp,avg_process_temp,avg_rotational_speed,total_tool_wear,avg_torque,highest_failure_per_product_id,worst_machine_types
H32573,H,No Failure,47.5,138,300.4,309.8,1409,0,Low Risk,138,300.4,309.8,1409.0,138,47.5,9323,667
H32563,H,No Failure,35.2,112,300.4,309.7,1500,0,Low Risk,112,300.4,309.7,1500.0,112,35.2,9324,668
H32562,H,No Failure,39.7,107,300.4,309.8,1448,0,Low Risk,107,300.4,309.8,1448.0,107,39.7,9325,669
H32557,H,No Failure,42.4,90,300.6,310.0,1419,0,Low Risk,90,300.6,310.0,1419.0,90,42.4,9326,670
H32554,H,Power Failure,12.8,81,300.4,309.9,2563,1,Critical Failure,81,300.4,309.9,2563.0,81,12.8,93,671
H32553,H,No Failure,38.7,76,300.4,309.9,1513,0,Low Risk,76,300.4,309.9,1513.0,76,38.7,9327,672
H32547,H,No Failure,49.2,61,300.2,309.6,1442,0,Low Risk,61,300.2,309.6,1442.0,61,49.2,9328,673
H32537,H,No Failure,38.5,37,300.0,309.4,1498,0,Low Risk,37,300.0,309.4,1498.0,37,38.5,9329,674
H32534,H,No Failure,40.8,28,300.1,309.4,1563,0,Low Risk,28,300.1,309.4,1563.0,28,40.8,9330,675
H32524,H,No Failure,33.2,0,299.9,309.2,1525,0,Low Risk,0,299.9,309.2,1525.0,0,33.2,9331,676
H32515,H,No Failure,37.3,193,299.8,309.0,1467,1,Low Risk,193,299.8,309.0,1467.0,193,37.3,9332,677
H32504,H,No Failure,45.8,163,300.1,309.3,1448,1,Low Risk,163,300.1,309.3,1448.0,163,45.8,9333,678
H32503,H,No Failure,38.2,158,300.1,309.3,1520,1,Low Risk,158,300.1,309.3,1520.0,158,38.2,9334,679
H32498,H,No Failure,55.2,143,300.1,309.4,1329,1,Low Risk,143,300.1,309.4,1329.0,143,55.2,9335,680
H32482,H,No Failure,31.8,103,300.0,309.0,1622,1,Low Risk,103,300.0,309.0,1622.0,103,31.8,9336,681
H32468,H,No Failure,48.7,68,300.2,309.3,1342,0,Low Risk,68,300.2,309.3,1342.0,68,48.7,9337,682
H32467,H,No Failure,35.6,63,300.2,309.3,1506,0,Low Risk,63,300.2,309.3,1506.0,63,35.6,9338,683
H32448,H,No Failure,43.8,18,300.6,309.7,1470,0,Low Risk,18,300.6,309.7,1470.0,18,43.8,9339,684
H32414,H,Power Failure,72.8,159,300.5,309.8,1324,2,Critical Failure,159,300.5,309.8,1324.0,159,72.8,94,685
H32395,H,No Failure,40.4,112,300.4,309.4,1530,0,Low Risk,112,300.4,309.4,1530.0,112,40.4,9340,686
H32392,H,No Failure,36.2,103,300.5,309.4,1642,1,Low Risk,103,300.5,309.4,1642.0,103,36.2,9341,687
H32389,H,No Failure,46.2,93,300.5,309.4,1360,0,Low Risk,93,300.5,309.4,1360.0,93,46.2,9342,688
H32368,H,No Failure,28.0,36,300.6,309.4,1691,1,Low Risk,36,300.6,309.4,1691.0,36,28.0,9343,689
H32366,H,No Failure,30.5,29,300.7,309.5,1667,1,Low Risk,29,300.7,309.5,1667.0,29,30.5,9344,690
H32359,H,No Failure,20.5,9,300.7,309.6,1925,1,Low Risk,9,300.7,309.6,1925.0,9,20.5,9345,691
H32357,H,No Failure,19.7,2,300.7,309.5,2007,1,Low Risk,2,300.7,309.5,2007.0,2,19.7,9346,692
H32344,H,No Failure,51.3,174,300.7,309.6,1403,2,Medium Risk,174,300.7,309.6,1403.0,174,51.3,9347,693
H32328,H,No Failure,20.5,133,300.6,309.6,1888,1,Low Risk,133,300.6,309.6,1888.0,133,20.5,9348,694
H32300,H,No Failure,34.2,62,300.5,309.5,1635,1,Low Risk,62,300.5,309.5,1635.0,62,34.2,9349,695
H32292,H,No Failure,34.3,40,300.5,309.4,1502,0,Low Risk,40,300.5,309.4,1502.0,40,34.3,9350,696
H32287,H,No Failure,37.9,24,300.6,309.4,1555,0,Low Risk,24,300.6,309.4,1555.0,24,37.9,9351,697
H32281,H,No Failure,48.5,7,300.7,309.6,1390,0,Low Risk,7,300.7,309.6,1390.0,7,48.5,9352,698
H32279,H,No Failure,32.7,0,300.7,309.7,1623,1,Low Risk,0,300.7,309.7,1623.0,0,32.7,9353,699
H32278,H,Tool Wear Failure,47.6,246,300.6,309.4,1380,1,Critical Failure,246,300.6,309.4,1380.0,246,47.6,43,700
H32274,H,No Failure,49.2,235,300.6,309.4,1463,1,Low Risk,235,300.6,309.4,1463.0,235,49.2,9354,701
H32270,H,No Failure,45.2,223,300.5,309.3,1471,1,Low Risk,223,300.5,309.3,1471.0,223,45.2,9355,702
H32254,H,No Failure,38.9,185,300.4,309.4,1487,1,Low Risk,185,300.4,309.4,1487.0,185,38.9,9356,703
H32205,H,No Failure,43.3,66,300.4,309.6,1416,0,Low Risk,66,300.4,309.6,1416.0,66,43.3,9357,704
H32203,H,No Failure,44.0,59,300.3,309.5,1438,0,Low Risk,59,300.3,309.5,1438.0,59,44.0,9358,705
H32168,H,No Failure,32.3,194,299.6,309.1,1630,2,Low Risk,194,299.6,309.1,1630.0,194,32.3,9359,706
H32164,H,No Failure,40.6,182,299.7,309.2,1456,1,Low Risk,182,299.7,309.2,1456.0,182,40.6,9360,707
H32148,H,No Failure,32.8,142,299.7,309.2,1572,0,Low Risk,142,299.7,309.2,1572.0,142,32.8,9361,708
H32126,H,No Failure,55.5,87,299.7,309.2,1302,1,Low Risk,87,299.7,309.2,1302.0,87,55.5,9362,709
H32083,H,No Failure,37.8,214,299.7,309.3,1494,1,Low Risk,214,299.7,309.3,1494.0,214,37.8,9363,710
H32080,H,No Failure,27.7,203,299.7,309.2,1691,2,Low Risk,203,299.7,309.2,1691.0,203,27.7,9364,711
H32073,H,No Failure,32.1,183,299.8,309.3,1595,1,Low Risk,183,299.8,309.3,1595.0,183,32.1,9365,712
H32059,H,No Failure,38.5,148,299.9,309.5,1547,0,Low Risk,148,299.9,309.5,1547.0,148,38.5,9366,713
H32055,H,No Failure,46.7,136,299.8,309.5,1420,0,Low Risk,136,299.8,309.5,1420.0,136,46.7,9367,714
H32049,H,No Failure,51.0,119,299.9,309.6,1462,1,Low Risk,119,299.9,309.6,1462.0,119,51.0,9368,715
H32045,H,No Failure,42.4,107,300.0,309.7,1529,0,Low Risk,107,300.0,309.7,1529.0,107,42.4,9369,716
H32042,H,No Failure,51.2,98,299.9,309.6,1410,1,Low Risk,98,299.9,309.6,1410.0,98,51.2,9370,717
H32038,H,No Failure,46.8,86,299.7,309.5,1375,0,Low Risk,86,299.7,309.5,1375.0,86,46.8,9371,718
H32024,H,No Failure,40.9,50,299.4,309.1,1547,0,Low Risk,50,299.4,309.1,1547.0,50,40.9,9372,719
H32020,H,No Failure,37.5,39,299.4,309.3,1534,0,Low Risk,39,299.4,309.3,1534.0,39,37.5,9373,720
H32007,H,No Failure,54.0,6,298.9,308.5,1415,1,Low Risk,6,298.9,308.5,1415.0,6,54.0,9374,721
H31983,H,No Failure,22.6,162,299.5,309.2,1872,2,Low Risk,162,299.5,309.2,1872.0,162,22.6,9375,722
H31966,H,No Failure,40.7,120,299.3,309.1,1552,0,Low Risk,120,299.3,309.1,1552.0,120,40.7,9376,723
H31956,H,No Failure,26.4,95,299.2,308.9,1712,1,Low Risk,95,299.2,308.9,1712.0,95,26.4,9377,724
H31955,H,No Failure,32.6,90,299.1,308.8,1553,0,Low Risk,90,299.1,308.8,1553.0,90,32.6,9378,725
H31951,H,No Failure,48.1,79,298.9,308.7,1353,0,Low Risk,79,298.9,308.7,1353.0,79,48.1,9379,726
H31921,H,No Failure,47.1,9,299.2,309.1,1410,0,Low Risk,9,299.2,309.1,1410.0,9,47.1,9380,727
H31906,H,No Failure,58.5,199,299.0,308.8,1382,2,Medium Risk,199,299.0,308.8,1382.0,199,58.5,9381,728
H31904,H,No Failure,46.6,192,299.1,308.8,1566,1,Low Risk,192,299.1,308.8,1566.0,192,46.6,9382,729
H31903,H,No Failure,41.6,187,298.9,308.7,1500,1,Low Risk,187,298.9,308.7,1500.0,187,41.6,9383,730
H31901,H,No Failure,31.0,180,298.9,308.6,1623,2,Low Risk,180,298.9,308.6,1623.0,180,31.0,9384,731
H31898,H,No Failure,37.7,170,298.8,308.6,1524,1,Low Risk,170,298.8,308.6,1524.0,170,37.7,9385,732
H31890,H,No Failure,42.4,149,298.9,308.4,1449,0,Low Risk,149,298.9,308.4,1449.0,149,42.4,9386,733
H31859,H,No Failure,55.1,78,299.2,308.7,1375,1,Low Risk,78,299.2,308.7,1375.0,78,55.1,9387,734
H31850,H,No Failure,30.4,55,299.0,308.2,1662,1,Low Risk,55,299.0,308.2,1662.0,55,30.4,9388,735
H31834,H,No Failure,44.7,14,298.8,308.2,1450,0,Low Risk,14,298.8,308.2,1450.0,14,44.7,9389,736
H31817,H,No Failure,51.4,173,299.2,308.7,1448,2,Medium Risk,173,299.2,308.7,1448.0,173,51.4,9390,737
H31814,H,No Failure,55.0,163,299.2,308.6,1462,2,Medium Risk,163,299.2,308.6,1462.0,163,55.0,9391,738
H31793,H,No Failure,46.1,112,299.1,308.2,1450,0,Low Risk,112,299.1,308.2,1450.0,112,46.1,9392,739
H31776,H,No Failure,41.4,67,299.3,308.6,1520,0,Low Risk,67,299.3,308.6,1520.0,67,41.4,9393,740
H31774,H,No Failure,53.2,59,299.2,308.4,1388,1,Low Risk,59,299.2,308.4,1388.0,59,53.2,9394,741
H31770,H,No Failure,39.5,47,299.3,308.6,1498,0,Low Risk,47,299.3,308.6,1498.0,47,39.5,9395,742
H31734,H,No Failure,39.1,188,299.2,308.8,1440,1,Low Risk,188,299.2,308.8,1440.0,188,39.1,9396,743
H31721,H,No Failure,33.5,154,299.0,308.5,1623,2,Low Risk,154,299.0,308.5,1623.0,154,33.5,9397,744
H31719,H,No Failure,47.5,147,299.2,308.5,1342,0,Low Risk,147,299.2,308.5,1342.0,147,47.5,9398,745
H31691,H,No Failure,44.4,82,299.3,308.7,1408,0,Low Risk,82,299.3,308.7,1408.0,82,44.4,9399,746
H31674,H,No Failure,36.5,40,299.1,308.3,1521,0,Low Risk,40,299.1,308.3,1521.0,40,36.5,9400,747
H31666,H,No Failure,42.8,21,299.1,308.3,1451,0,Low Risk,21,299.1,308.3,1451.0,21,42.8,9401,748
H31665,H,No Failure,43.4,16,299.1,308.3,1424,0,Low Risk,16,299.1,308.3,1424.0,16,43.4,9402,749
H31642,H,No Failure,41.8,166,299.4,308.6,1542,1,Low Risk,166,299.4,308.6,1542.0,166,41.8,9403,750
H31629,H,No Failure,49.6,132,299.7,309.2,1468,0,Low Risk,132,299.7,309.2,1468.0,132,49.6,9404,751
H31628,H,No Failure,44.8,127,299.7,309.2,1355,0,Low Risk,127,299.7,309.2,1355.0,127,44.8,9405,752
H31622,H,No Failure,42.6,111,299.8,309.2,1435,0,Low Risk,111,299.8,309.2,1435.0,111,42.6,9406,753
H31603,H,No Failure,41.6,62,299.7,309.2,1554,0,Low Risk,62,299.7,309.2,1554.0,62,41.6,9407,754
H31595,H,No Failure,44.3,40,299.5,309.1,1548,0,Low Risk,40,299.5,309.1,1548.0,40,44.3,9408,755
H31594,H,No Failure,36.3,35,299.6,309.2,1597,0,Low Risk,35,299.6,309.2,1597.0,35,36.3,9409,756
H31581,H,No Failure,41.3,0,299.6,309.1,1588,0,Low Risk,0,299.6,309.1,1588.0,0,41.3,9410,757
H31567,H,No Failure,45.4,191,299.3,308.8,1397,1,Low Risk,191,299.3,308.8,1397.0,191,45.4,9411,758
H31564,H,No Failure,35.5,180,299.3,308.8,1636,2,Low Risk,180,299.3,308.8,1636.0,180,35.5,9412,759
H31547,H,No Failure,29.7,141,299.3,309.0,1732,1,Low Risk,141,299.3,309.0,1732.0,141,29.7,9413,760
H31543,H,No Failure,33.7,130,299.4,309.0,1607,1,Low Risk,130,299.4,309.0,1607.0,130,33.7,9414,761
H31541,H,No Failure,40.6,123,299.3,309.0,1425,0,Low Risk,123,299.3,309.0,1425.0,123,40.6,9415,762
H31534,H,No Failure,21.3,104,299.2,308.8,1908,1,Low Risk,104,299.2,308.8,1908.0,104,21.3,9416,763
H31532,H,No Failure,43.0,96,299.3,308.9,1429,0,Low Risk,96,299.3,308.9,1429.0,96,43.0,9417,764
H31531,H,No Failure,29.3,91,299.4,308.9,1762,1,Low Risk,91,299.4,308.9,1762.0,91,29.3,9418,765
H31528,H,No Failure,44.1,81,299.4,309.1,1373,0,Low Risk,81,299.4,309.1,1373.0,81,44.1,9419,766
H31524,H,No Failure,35.0,70,299.3,309.0,1508,0,Low Risk,70,299.3,309.0,1508.0,70,35.0,9420,767
H31522,H,No Failure,51.7,62,299.4,309.0,1415,1,Low Risk,62,299.4,309.0,1415.0,62,51.7,9421,768
H31500,H,No Failure,49.7,9,299.4,309.3,1439,0,Low Risk,9,299.4,309.3,1439.0,9,49.7,9422,769
H31497,H,No Failure,28.2,0,299.4,309.3,1743,1,Low Risk,0,299.4,309.3,1743.0,0,28.2,9423,770
H31496,H,No Failure,36.1,212,299.4,309.2,1513,1,Low Risk,212,299.4,309.2,1513.0,212,36.1,9424,771
H31483,H,No Failure,41.0,179,299.7,309.6,1553,1,Low Risk,179,299.7,309.6,1553.0,179,41.0,9425,772
H31473,H,No Failure,44.4,154,299.5,309.4,1386,1,Low Risk,154,299.5,309.4,1386.0,154,44.4,9426,773
H31451,H,No Failure,19.9,98,299.0,308.7,1940,1,Low Risk,98,299.0,308.7,1940.0,98,19.9,9427,774
H31447,H,No Failure,47.6,85,298.8,308.5,1359,0,Low Risk,85,298.8,308.5,1359.0,85,47.6,9428,775
H31434,H,No Failure,33.3,53,298.7,308.4,1560,0,Low Risk,53,298.7,308.4,1560.0,53,33.3,9429,776
H31412,H,No Failure,30.8,2,298.3,308.0,1637,1,Low Risk,2,298.3,308.0,1637.0,2,30.8,9430,777
H31402,H,No Failure,39.2,176,298.3,307.9,1420,1,Low Risk,176,298.3,307.9,1420.0,176,39.2,9431,778
H31393,H,No Failure,45.8,150,298.0,307.6,1420,0,Low Risk,150,298.0,307.6,1420.0,150,45.8,9432,779
H31383,H,No Failure,31.3,124,297.8,307.5,1631,1,Low Risk,124,297.8,307.5,1631.0,124,31.3,9433,780
H31372,H,No Failure,43.2,97,297.9,307.7,1464,0,Low Risk,97,297.9,307.7,1464.0,97,43.2,9434,781
H31371,H,No Failure,35.9,92,297.9,307.7,1618,1,Low Risk,92,297.9,307.7,1618.0,92,35.9,9435,782
H31341,H,No Failure,47.8,19,298.0,307.8,1314,0,Low Risk,19,298.0,307.8,1314.0,19,47.8,9436,783
H31324,H,No Failure,36.8,186,298.0,307.7,1547,1,Low Risk,186,298.0,307.7,1547.0,186,36.8,9437,784
H31314,H,No Failure,36.0,161,297.9,307.6,1493,1,Low Risk,161,297.9,307.6,1493.0,161,36.0,9438,785
H31308,H,No Failure,23.3,146,297.9,307.5,1880,1,Low Risk,146,297.9,307.5,1880.0,146,23.3,9439,786
H31303,H,No Failure,40.2,132,297.7,307.4,1432,0,Low Risk,132,297.7,307.4,1432.0,132,40.2,9440,787
H31269,H,No Failure,62.8,47,297.7,307.3,1249,1,Low Risk,47,297.7,307.3,1249.0,47,62.8,9441,788
H31262,H,No Failure,44.1,26,297.7,307.2,1429,0,Low Risk,26,297.7,307.2,1429.0,26,44.1,9442,789
H31260,H,No Failure,38.6,19,297.7,307.3,1514,0,Low Risk,19,297.7,307.3,1514.0,19,38.6,9443,790
H31256,H,No Failure,22.5,7,297.7,307.1,1855,1,Low Risk,7,297.7,307.1,1855.0,7,22.5,9444,791
H31249,H,No Failure,35.8,190,297.8,307.3,1555,1,Low Risk,190,297.8,307.3,1555.0,190,35.8,9445,792
H31240,H,No Failure,40.1,166,297.8,307.3,1516,1,Low Risk,166,297.8,307.3,1516.0,166,40.1,9446,793
H31220,H,No Failure,32.2,118,298.0,307.6,1593,0,Low Risk,118,298.0,307.6,1593.0,118,32.2,9447,794
H31219,H,No Failure,56.2,113,298.1,307.7,1376,1,Low Risk,113,298.1,307.7,1376.0,113,56.2,9448,795
H31216,H,No Failure,44.1,104,298.1,307.6,1496,0,Low Risk,104,298.1,307.6,1496.0,104,44.1,9449,796
H31210,H,No Failure,37.1,84,298.1,307.6,1542,0,Low Risk,84,298.1,307.6,1542.0,84,37.1,9450,797
H31197,H,No Failure,41.0,52,298.3,308.0,1553,0,Low Risk,52,298.3,308.0,1553.0,52,41.0,9451,798
H31191,H,No Failure,36.8,36,298.6,308.2,1555,0,Low Risk,36,298.6,308.2,1555.0,36,36.8,9452,799
H31184,H,No Failure,31.0,18,298.4,307.9,1605,1,Low Risk,18,298.4,307.9,1605.0,18,31.0,9453,800
H31178,H,No Failure,55.7,0,298.2,307.6,1318,1,Low Risk,0,298.2,307.6,1318.0,0,55.7,9454,801
H31176,H,No Failure,48.6,204,298.2,307.6,1460,1,Low Risk,204,298.2,307.6,1460.0,204,48.6,9455,802
H31173,H,No Failure,35.2,195,298.0,307.4,1606,2,Low Risk,195,298.0,307.4,1606.0,195,35.2,9456,803
H31162,H,Random Failures,31.1,166,298.4,307.7,1626,2,Low Risk,166,298.4,307.7,1626.0,166,31.1,18,804
H31153,H,No Failure,54.2,141,298.5,307.9,1260,1,Low Risk,141,298.5,307.9,1260.0,141,54.2,9457,805
H31152,H,No Failure,21.4,136,298.4,307.9,1948,1,Low Risk,136,298.4,307.9,1948.0,136,21.4,9458,806
H31146,H,No Failure,28.2,120,298.4,307.9,1700,1,Low Risk,120,298.4,307.9,1700.0,120,28.2,9459,807
H31107,H,No Failure,27.8,26,298.0,307.5,1683,1,Low Risk,26,298.0,307.5,1683.0,26,27.8,9460,808
H31100,H,No Failure,28.7,7,297.9,307.3,1663,1,Low Risk,7,297.9,307.3,1663.0,7,28.7,9461,809
H31096,H,Tool Wear Failure,36.1,225,297.9,307.4,1604,2,Critical Failure,225,297.9,307.4,1604.0,225,36.1,44,810
H31090,H,No Failure,43.0,207,297.9,307.6,1418,1,Low Risk,207,297.9,307.6,1418.0,207,43.0,9462,811
H31079,H,No Failure,39.7,181,298.2,307.9,1491,1,Low Risk,181,298.2,307.9,1491.0,181,39.7,9463,812
H31076,H,No Failure,45.5,171,298.2,307.9,1462,1,Low Risk,171,298.2,307.9,1462.0,171,45.5,9464,813
H31072,H,No Failure,35.3,159,298.1,308.0,1570,1,Low Risk,159,298.1,308.0,1570.0,159,35.3,9465,814
H31066,H,No Failure,34.0,142,297.9,307.8,1635,1,Low Risk,142,297.9,307.8,1635.0,142,34.0,9466,815
H31063,H,No Failure,37.8,132,298.0,307.9,1482,0,Low Risk,132,298.0,307.9,1482.0,132,37.8,9467,816
H31056,H,No Failure,35.4,114,298.0,307.8,1588,0,Low Risk,114,298.0,307.8,1588.0,114,35.4,9468,817
H31048,H,No Failure,58.5,93,297.9,307.9,1406,1,Low Risk,93,297.9,307.9,1406.0,93,58.5,9469,818
H31036,H,No Failure,38.3,63,297.7,307.6,1538,0,Low Risk,63,297.7,307.6,1538.0,63,38.3,9470,819
H31030,H,No Failure,30.7,48,297.8,307.8,1662,1,Low Risk,48,297.8,307.8,1662.0,48,30.7,9471,820
H31016,H,No Failure,33.5,13,297.8,307.9,1600,0,Low Risk,13,297.8,307.9,1600.0,13,33.5,9472,821
H30996,H,No Failure,42.0,184,298.1,308.3,1530,1,Low Risk,184,298.1,308.3,1530.0,184,42.0,9473,822
H30970,H,No Failure,47.1,122,298.4,308.5,1398,0,Low Risk,122,298.4,308.5,1398.0,122,47.1,9474,823
H30945,H,No Failure,41.4,60,298.1,309.0,1438,0,Low Risk,60,298.1,309.0,1438.0,60,41.4,9475,824
H30941,H,No Failure,44.5,49,298.1,309.1,1425,0,Low Risk,49,298.1,309.1,1425.0,49,44.5,9476,825
H30936,H,No Failure,37.7,36,298.2,309.0,1562,0,Low Risk,36,298.2,309.0,1562.0,36,37.7,9477,826
H30932,H,No Failure,55.7,23,298.2,309.0,1371,1,Low Risk,23,298.2,309.0,1371.0,23,55.7,9478,827
H30926,H,No Failure,36.3,5,298.0,308.7,1503,0,Low Risk,5,298.0,308.7,1503.0,5,36.3,9479,828
H30909,H,No Failure,44.6,184,297.9,308.5,1383,1,Low Risk,184,297.9,308.5,1383.0,184,44.6,9480,829
H30863,H,No Failure,30.8,73,299.0,310.4,1677,1,Low Risk,73,299.0,310.4,1677.0,73,30.8,9481,830
H30851,H,No Failure,45.2,40,298.8,309.9,1439,0,Low Risk,40,298.8,309.9,1439.0,40,45.2,9482,831
H30850,H,No Failure,44.2,35,298.8,309.8,1510,0,Low Risk,35,298.8,309.8,1510.0,35,44.2,9483,832
H30849,H,No Failure,42.1,30,298.8,309.9,1526,0,Low Risk,30,298.8,309.9,1526.0,30,42.1,9484,833
H30815,H,No Failure,37.7,166,298.9,310.2,1532,1,Low Risk,166,298.9,310.2,1532.0,166,37.7,9485,834
H30814,H,No Failure,62.7,161,298.9,310.1,1366,2,Medium Risk,161,298.9,310.1,1366.0,161,62.7,9486,835
H30802,H,No Failure,45.3,133,298.9,310.1,1491,0,Low Risk,133,298.9,310.1,1491.0,133,45.3,9487,836
H30792,H,No Failure,44.9,107,298.8,310.2,1455,0,Low Risk,107,298.8,310.2,1455.0,107,44.9,9488,837
H30782,H,No Failure,27.1,78,298.8,310.3,1708,1,Low Risk,78,298.8,310.3,1708.0,78,27.1,9489,838
H30774,H,No Failure,27.6,56,298.8,310.2,1707,1,Low Risk,56,298.8,310.2,1707.0,56,27.6,9490,839
H30751,H,No Failure,36.0,0,298.7,310.2,1613,1,Low Risk,0,298.7,310.2,1613.0,0,36.0,9491,840
H30745,H,No Failure,26.8,216,298.9,310.2,1771,2,Low Risk,216,298.9,310.2,1771.0,216,26.8,9492,841
H30743,H,No Failure,30.4,209,298.8,310.2,1663,2,Low Risk,209,298.8,310.2,1663.0,209,30.4,9493,842
H30739,H,No Failure,36.8,197,298.8,310.1,1567,1,Low Risk,197,298.8,310.1,1567.0,197,36.8,9494,843
H30736,H,No Failure,49.9,187,298.9,310.1,1452,1,Low Risk,187,298.9,310.1,1452.0,187,49.9,9495,844
H30707,H,No Failure,33.4,121,298.7,309.8,1582,0,Low Risk,121,298.7,309.8,1582.0,121,33.4,9496,845
H30695,H,No Failure,54.3,89,298.3,309.5,1427,1,Low Risk,89,298.3,309.5,1427.0,89,54.3,9497,846
H30694,H,No Failure,37.1,84,298.3,309.5,1521,0,Low Risk,84,298.3,309.5,1521.0,84,37.1,9498,847
H30688,H,No Failure,40.2,65,298.1,309.5,1530,0,Low Risk,65,298.1,309.5,1530.0,65,40.2,9499,848
H30686,H,No Failure,38.1,58,298.0,309.4,1562,0,Low Risk,58,298.0,309.4,1562.0,58,38.1,9500,849
H30685,H,No Failure,40.5,53,298.0,309.4,1490,0,Low Risk,53,298.0,309.4,1490.0,53,40.5,9501,850
H30676,H,No Failure,33.0,29,297.8,309.2,1648,1,Low Risk,29,297.8,309.2,1648.0,29,33.0,9502,851
H30675,H,No Failure,25.2,24,297.6,309.0,1885,1,Low Risk,24,297.6,309.0,1885.0,24,25.2,9503,852
H30669,H,No Failure,50.7,7,297.5,308.9,1419,1,Low Risk,7,297.5,308.9,1419.0,7,50.7,9504,853
H30668,H,No Failure,49.4,2,297.5,308.8,1430,0,Low Risk,2,297.5,308.8,1430.0,2,49.4,9505,854
H30660,H,No Failure,33.3,207,297.2,308.5,1653,2,Low Risk,207,297.2,308.5,1653.0,207,33.3,9506,855
H30653,H,No Failure,39.3,187,297.2,308.5,1482,1,Low Risk,187,297.2,308.5,1482.0,187,39.3,9507,856
H30650,H,No Failure,46.6,176,297.1,308.4,1359,1,Low Risk,176,297.1,308.4,1359.0,176,46.6,9508,857
H30649,H,No Failure,31.4,171,297.1,308.4,1654,2,Low Risk,171,297.1,308.4,1654.0,171,31.4,9509,858
H30648,H,No Failure,14.0,166,297.2,308.5,2440,2,Low Risk,166,297.2,308.5,2440.0,166,14.0,9510,859
H30639,H,No Failure,41.5,141,297.1,308.3,1492,0,Low Risk,141,297.1,308.3,1492.0,141,41.5,9511,860
H30625,H,No Failure,46.9,105,296.9,308.0,1416,0,Low Risk,105,296.9,308.0,1416.0,105,46.9,9512,861
H30623,H,No Failure,13.3,98,297.0,308.1,2540,1,Low Risk,98,297.0,308.1,2540.0,98,13.3,9513,862
H30620,H,No Failure,53.5,88,296.9,308.0,1318,1,Low Risk,88,296.9,308.0,1318.0,88,53.5,9514,863
H30617,H,No Failure,47.6,79,297.0,308.1,1410,0,Low Risk,79,297.0,308.1,1410.0,79,47.6,9515,864
H30612,H,No Failure,36.5,63,296.9,307.9,1557,0,Low Risk,63,296.9,307.9,1557.0,63,36.5,9516,865
H30594,H,No Failure,35.6,16,297.3,308.4,1531,0,Low Risk,16,297.3,308.4,1531.0,16,35.6,9517,866
H30587,H,No Failure,38.8,229,297.1,308.0,1559,1,Low Risk,229,297.1,308.0,1559.0,229,38.8,9518,867
H30585,H,No Failure,41.4,222,297.0,308.1,1517,1,Low Risk,222,297.0,308.1,1517.0,222,41.4,9519,868
H30574,H,No Failure,23.8,195,297.0,307.7,1834,2,Low Risk,195,297.0,307.7,1834.0,195,23.8,9520,869
H30570,H,No Failure,40.7,184,297.0,307.8,1404,1,Low Risk,184,297.0,307.8,1404.0,184,40.7,9521,870
H30569,H,No Failure,27.3,179,297.0,307.9,1846,2,Low Risk,179,297.0,307.9,1846.0,179,27.3,9522,871
H30567,H,No Failure,45.6,172,297.0,307.9,1448,1,Low Risk,172,297.0,307.9,1448.0,172,45.6,9523,872
H30537,H,Power Failure,62.3,100,296.6,307.7,1386,1,Critical Failure,100,296.6,307.7,1386.0,100,62.3,95,873
H30534,H,No Failure,31.0,91,296.6,307.7,1654,1,Low Risk,91,296.6,307.7,1654.0,91,31.0,9524,874
H30528,H,No Failure,37.4,75,296.4,307.3,1540,0,Low Risk,75,296.4,307.3,1540.0,75,37.4,9525,875
H30525,H,No Failure,49.2,64,296.5,307.4,1432,0,Low Risk,64,296.5,307.4,1432.0,64,49.2,9526,876
H30515,H,No Failure,33.6,38,296.7,307.5,1607,1,Low Risk,38,296.7,307.5,1607.0,38,33.6,9527,877
H30514,H,No Failure,30.0,33,296.8,307.5,1695,1,Low Risk,33,296.8,307.5,1695.0,33,30.0,9528,878
H30511,H,No Failure,48.3,22,296.9,307.5,1397,0,Low Risk,22,296.9,307.5,1397.0,22,48.3,9529,879
H30501,H,Tool Wear Failure,35.8,206,296.9,307.8,1549,1,Critical Failure,206,296.9,307.8,1549.0,206,35.8,45,880
H30496,H,No Failure,39.8,192,297.1,307.9,1420,1,Low Risk,192,297.1,307.9,1420.0,192,39.8,9530,881
H30492,H,No Failure,30.8,181,296.9,307.7,1656,2,Low Risk,181,296.9,307.7,1656.0,181,30.8,9531,882
H30489,H,No Failure,54.5,172,296.9,307.8,1345,2,Medium Risk,172,296.9,307.8,1345.0,172,54.5,9532,883
H30474,H,No Failure,53.8,133,296.7,307.9,1424,1,Low Risk,133,296.7,307.9,1424.0,133,53.8,9533,884
H30468,H,No Failure,30.5,117,296.8,307.8,1627,1,Low Risk,117,296.8,307.8,1627.0,117,30.5,9534,885
H30459,H,No Failure,52.8,94,296.4,307.5,1403,1,Low Risk,94,296.4,307.5,1403.0,94,52.8,9535,886
H30451,H,No Failure,35.1,75,296.4,307.5,1596,0,Low Risk,75,296.4,307.5,1596.0,75,35.1,9536,887
H30447,H,No Failure,38.0,62,296.4,307.5,1556,0,Low Risk,62,296.4,307.5,1556.0,62,38.0,9537,888
H30418,H,No Failure,42.0,196,296.3,307.2,1424,1,Low Risk,196,296.3,307.2,1424.0,196,42.0,9538,889
